	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42
SMIC.009.05.Day.02	0.0	0.000101314556369	0.000151971834553	0.0	0.000709201894582	0.000126643195461	0.0	0.0	0.0	0.000101314556369	2.53286390922e-05	0.000253286390922	2.53286390922e-05	0.0	0.0	0.0	0.0	2.53286390922e-05	0.0	0.0	0.00681340391581	5.06572781844e-05	0.0	0.0	0.000202629112738	0.00151971834553	0.0	0.000329272308199	7.59859172767e-05	2.53286390922e-05	0.0	0.000126643195461	0.00139307515007	0.0	0.0	0.0	2.53286390922e-05	0.0	0.0	0.0	0.0	0.0	0.0
SMIC.030.04.Day.02	7.05940489217e-05	0.000458861317991	3.52970244608e-05	0.000211782146765	0.0	0.000988316684903	0.0	0.0	7.05940489217e-05	0.000176485122304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000741237513678	0.0	0.0	0.0265080653701	0.0	0.00123539585613	0.0	0.00190603932089	0.00356499947054	0.0	0.0	0.000105891073383	7.05940489217e-05	0.0	0.000352970244608	0.000282376195687	0.0	7.05940489217e-05	0.0	0.0	0.0	0.000211782146765	0.000458861317991	0.0	0.0	0.000388267269069
SMIC.041.01.Day.02	0.000229574999283	0.000200878124372	0.0	0.000143484374552	0.0	0.000114787499641	0.000114787499641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000487846873475	0.0	0.000172181249462	0.0142049530806	5.73937498206e-05	0.000373059373834	2.86968749103e-05	0.000573937498206	0.0117657187132	0.0	2.86968749103e-05	0.000172181249462	0.000229574999283	8.6090624731e-05	0.0	0.0158693718254	8.6090624731e-05	5.73937498206e-05	0.0	2.86968749103e-05	0.0	2.86968749103e-05	0.000573937498206	0.0	0.0	0.00576807185697
SMIC.024.01.Day.02	0.000264488068649	0.000646526390032	8.81626895498e-05	2.93875631833e-05	0.0	2.93875631833e-05	0.0	0.0	8.81626895498e-05	0.0	0.0	0.000146937815916	0.0	5.87751263665e-05	0.0	0.0	5.87751263665e-05	5.87751263665e-05	5.87751263665e-05	0.000352650758199	0.0421417656048	0.000293875631833	0.000205712942283	0.0	5.87751263665e-05	0.0086105560127	8.81626895498e-05	5.87751263665e-05	8.81626895498e-05	0.000881626895498	0.0	0.000411425884566	0.00355589514517	0.000146937815916	0.0	0.0	0.0	0.0	0.000117550252733	0.00132244034325	2.93875631833e-05	8.81626895498e-05	0.0
SMIC.028.02.Day.02	0.000300235899635	0.000128672528415	0.0	0.000514690113661	0.0	4.28908428051e-05	0.0	0.0	0.000386017585246	0.000900707698906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000428908428051	0.0	8.57816856101e-05	0.0157838301523	0.00017156337122	0.0	0.0	0.000514690113661	0.0143255414969	0.0	0.0	0.00025734505683	8.57816856101e-05	0.0	0.000557580956466	0.00120094359854	0.0	0.0	0.0	0.0	0.0	0.0	0.000128672528415	0.0	0.0	0.00394595753807
SMIC.017.01.Day.02	3.03646798045e-05	0.000242917438436	0.0	0.0	0.0	0.0	0.0	6.07293596089e-05	0.0	0.0	0.0	9.10940394134e-05	0.0	0.0	0.0	0.0	0.000121458719218	6.07293596089e-05	0.0	0.000364376157653	0.0381380378344	3.03646798045e-05	0.000151823399022	0.0	0.0	0.00385631433517	3.03646798045e-05	9.10940394134e-05	0.000151823399022	0.000364376157653	0.0	0.000212552758631	0.00185224546807	3.03646798045e-05	0.0	0.0	3.03646798045e-05	0.0	0.000485834876871	0.000364376157653	0.0	0.0	0.00167005738924
SMIC.011.01.Day.02	0.000186052280691	0.000372104561382	0.000155043567242	0.000682191695867	0.0	9.30261403454e-05	3.10087134485e-05	0.0	0.000868243976557	0.000496139415176	6.2017426897e-05	0.00139539210518	0.0	0.0	0.0	0.0	0.0	6.2017426897e-05	0.0	0.00130236596484	0.0124344940928	0.000279078421036	0.000279078421036	3.10087134485e-05	0.000713200409315	0.0020465750876	0.000248069707588	0.0	0.000651182982418	0.000930261403454	0.0	0.000341095847933	0.0591646252597	0.000186052280691	0.0	0.0	0.0	0.0	0.00347297590623	0.000279078421036	0.000310087134485	9.30261403454e-05	0.00111631368415
SMIC.029.03.Day.02	0.00024829738933	0.00024829738933	0.000106413166856	0.000212826333712	0.0	0.0	0.0	0.0	0.000603007945516	0.0	0.0	0.0	0.000496594778661	0.0	0.0	0.0	0.0	3.54710556186e-05	0.0	0.0	0.0055334846765	7.09421112372e-05	0.0	0.0	0.000106413166856	0.000212826333712	0.0	0.00148978433598	0.000851305334847	0.0	0.0	0.000141884222474	0.00436293984109	0.0	0.0	0.0	0.0	0.0	3.54710556186e-05	0.000106413166856	0.0	0.0	0.000283768444949
SMIC.029.02.Day.02	0.000528384135266	0.000330240084541	0.0	0.000429312109904	0.0	9.90720253624e-05	0.0	0.0	0.000198144050725	0.000165120042271	0.0	0.0	0.0	0.0	0.0	3.30240084541e-05	0.0	0.000165120042271	3.30240084541e-05	0.000231168059179	0.0224233017404	0.000165120042271	3.30240084541e-05	0.0	0.000231168059179	0.0331230804795	0.0	0.000330240084541	0.000165120042271	0.000693504177537	0.0	9.90720253624e-05	0.00455731316667	0.0	0.0	0.0	0.0	3.30240084541e-05	0.00885043426571	0.000198144050725	0.0	0.0	0.00495360126812
SMIC.039.01.Day.02	6.70465973852e-05	0.000368756285619	0.0	6.70465973852e-05	0.0	0.000100569896078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.35232986926e-05	0.0	0.0	0.0	0.000234663090848	0.065973851827	0.0	3.35232986926e-05	0.0	3.35232986926e-05	0.0148172980221	3.35232986926e-05	0.0	0.0	0.00556486758297	0.0	3.35232986926e-05	0.0580623533356	0.0	0.0	0.0	0.0	0.0	0.000100569896078	0.000536372779081	0.0	0.0	0.00529668119343
SMIC.033.02.Day.02	5.13224073631e-05	3.4214938242e-05	6.84298764841e-05	6.84298764841e-05	0.0	0.000239504567694	0.0	5.13224073631e-05	3.4214938242e-05	0.000102644814726	0.0	0.0	0.0	0.0	1.7107469121e-05	0.0	3.4214938242e-05	0.00017107469121	0.0	0.00017107469121	0.00588496937763	3.4214938242e-05	0.000393471789783	0.0	0.000222397098573	0.00508091832894	0.0	0.0	0.0	0.0	0.0	0.0	0.00017107469121	0.0	0.0	0.0	0.0	0.0	0.000119752283847	3.4214938242e-05	1.7107469121e-05	0.0	8.55373456051e-05
SMIC.009.04.Day.02	0.0	0.0	0.000225790974006	0.0	0.00231435748356	5.64477435015e-05	0.0	0.0	8.46716152522e-05	0.000197567102255	0.0	0.0	2.82238717507e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00434647624961	2.82238717507e-05	0.0	0.0	2.82238717507e-05	0.0	0.0	0.000931387767774	2.82238717507e-05	0.0	0.0	8.46716152522e-05	0.000254014845757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
