	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42
SMIC.050.01.Day.02	8.72016975264e-05	2.90672325088e-05	0.0	0.0	0.0	2.90672325088e-05	0.0	0.0	0.000319739557597	0.0	0.0	0.0	2.90672325088e-05	0.0	0.0	0.0	0.0	2.90672325088e-05	0.0	0.000319739557597	0.00895270761271	0.000145336162544	0.0285149550911	0.0	2.90672325088e-05	0.000494142952649	0.0	0.0	0.0	2.90672325088e-05	0.0	2.90672325088e-05	0.00261605092579	0.0	0.0	0.0	0.0	0.0	2.90672325088e-05	0.000145336162544	0.0	0.0	0.0
SMIC.022.03.Day.02	0.000409573787278	0.000358377063868	0.0	0.000102393446819	0.0	0.0	0.0	0.0	0.000255983617049	0.0	0.0	0.000665557404326	0.0	0.0	2.55983617049e-05	0.0	0.0	0.0	0.0	5.11967234097e-05	0.00276462306412	0.000230385255344	5.11967234097e-05	0.0	0.0	0.000614360680916	0.0	0.0	0.000179188531934	2.55983617049e-05	0.0	0.00238064763855	0.0132343530014	0.0	0.0	0.0	0.0	0.0	7.67950851146e-05	2.55983617049e-05	0.0	0.0	2.55983617049e-05
SMIC.030.02.Day.02	0.0	0.000261174539213	0.0	0.000373106484591	0.0	3.73106484591e-05	0.0	0.0	0.0	3.73106484591e-05	3.73106484591e-05	0.000335795836132	0.00369375419745	0.0	0.0	0.000186553242295	0.0	0.0	0.0	3.73106484591e-05	0.0158570255951	0.000111931945377	0.000335795836132	0.0	3.73106484591e-05	0.0108573987016	0.0	0.00436534586971	7.46212969181e-05	7.46212969181e-05	0.0	0.0	0.00499962689352	3.73106484591e-05	0.0	3.73106484591e-05	0.0	0.0	0.00104469815685	3.73106484591e-05	0.0	0.0	0.00078352361764
SMIC.043.02.Day.02	0.000256714693707	0.000545518724128	0.0	0.000128357346854	0.0	6.41786734268e-05	0.0	0.0	0.000577608060841	0.0	0.000128357346854	0.000417161377274	0.0	0.0	0.0	0.0	0.0	9.62680101402e-05	0.0	0.000224625356994	0.0125469306549	0.000320893367134	6.41786734268e-05	0.0	0.000513429387415	0.0318326220197	0.0	0.0	0.00019253602028	0.000256714693707	0.0	0.00141193081539	0.00019253602028	6.41786734268e-05	0.0	0.0	0.0	3.20893367134e-05	6.41786734268e-05	0.000385072040561	0.0	3.20893367134e-05	0.00612906331226
SMIC.062.02.Day.02	5.69238359076e-05	0.000246669955599	1.89746119692e-05	0.000170771507723	0.0	0.0	1.89746119692e-05	0.0	3.79492239384e-05	0.0	0.0	0.0	0.0	0.0	3.79492239384e-05	1.89746119692e-05	0.0	0.000170771507723	0.0	1.89746119692e-05	0.0100565443437	1.89746119692e-05	0.000360517627415	0.0	9.48730598459e-05	0.00992372205988	0.0	0.000151796895753	3.79492239384e-05	0.000132822283784	0.0	1.89746119692e-05	0.00316876019885	0.0	3.79492239384e-05	0.0	1.89746119692e-05	0.0	0.0	3.79492239384e-05	0.0	0.0	0.00047436529923
SMIC.044.02.Day.02	0.0	0.000194408802831	3.88817605661e-05	0.0543178195109	3.88817605661e-05	3.88817605661e-05	0.0	0.0	0.000194408802831	0.0	0.0	0.0	0.00921497725417	0.0	0.0	0.0	0.0	0.0	0.0	7.77635211322e-05	0.00194408802831	0.000155527042264	0.00972044014153	0.0	0.0	0.00342159492982	0.0	0.000972044014153	0.000272172323963	0.0	0.0	0.000155527042264	0.00408258485944	0.0	0.0	0.0	0.0	0.0	0.0	0.000427699366227	0.000194408802831	3.88817605661e-05	0.0
SMIC.072.01.Day.02	0.000551876379691	0.000551876379691	0.0	0.000367917586461	0.0	0.000245278390974	0.0	0.0	6.13195977434e-05	0.0	6.13195977434e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000490556781948	0.0	0.000367917586461	0.0617488349276	6.13195977434e-05	0.000122639195487	0.0	0.00306597988717	0.00226882511651	0.0	0.0	6.13195977434e-05	0.00208486632328	0.00018395879323	0.000490556781948	0.000367917586461	0.0	0.0	6.13195977434e-05	0.0	0.0	0.000245278390974	0.00116507235713	0.0	0.0	0.0
SMIC.074.01.Day.02	0.000319425034937	0.000399281293671	0.0	0.000359353164304	0.0	0.000239568776203	0.0	0.0	3.99281293671e-05	0.0	3.99281293671e-05	3.99281293671e-05	0.0	0.0	0.0	0.0	0.0	0.000159712517469	0.0	0.0	0.0132162108205	0.0	0.00143741265722	7.98562587343e-05	0.000718706328609	0.0176482331803	0.0	0.000638850069874	0.00103813136355	3.99281293671e-05	0.0	0.0	0.107845877421	7.98562587343e-05	0.0	0.0	0.0	0.0	0.00107805949291	0.000439209423039	0.000359353164304	0.0	0.000399281293671
SMIC.059.01.Day.02	0.000575657894737	0.000493421052632	0.000164473684211	0.000534539473684	0.0	4.11184210526e-05	4.11184210526e-05	0.0	0.00209703947368	0.0	0.0	0.0122944078947	0.0	0.0	0.0	4.11184210526e-05	4.11184210526e-05	0.000452302631579	0.0	0.000123355263158	0.0323190789474	0.00119243421053	0.000123355263158	0.0	0.00398848684211	0.00180921052632	0.000164473684211	0.000287828947368	0.000164473684211	4.11184210526e-05	0.0	0.0	0.00287828947368	0.000328947368421	0.000287828947368	0.0	0.0	8.22368421053e-05	0.000370065789474	0.00160361842105	0.0	4.11184210526e-05	0.00279605263158
SMIC.048.02.Day.02	0.000289682721188	0.000137218131089	0.000137218131089	0.000777569409505	0.0	0.000289682721188	1.52464590099e-05	3.04929180198e-05	9.14787540594e-05	0.0	0.000106725213069	0.000259189803168	0.0	1.52464590099e-05	0.0	0.0	0.0	0.000106725213069	3.04929180198e-05	0.000518379606336	7.62322950495e-05	0.0024699263596	9.14787540594e-05	0.0	0.000350668557228	0.000182957508119	9.14787540594e-05	0.0	9.14787540594e-05	0.000243943344158	0.0	0.000350668557228	0.000975773376633	7.62322950495e-05	1.52464590099e-05	0.0	0.0	1.52464590099e-05	0.000747076491485	1.52464590099e-05	0.0	1.52464590099e-05	0.0
SMIC.048.01.Day.02	0.000236071765817	0.000157381177211	7.86905886056e-05	0.000629524708845	0.0	0.000393452943028	0.0	7.86905886056e-05	0.0	0.0	0.0	0.000314762354422	7.86905886056e-05	0.0	0.0	0.0	0.0	7.86905886056e-05	7.86905886056e-05	0.000550834120239	0.0	0.00220333648096	0.0	0.0	0.000157381177211	0.000236071765817	0.0	0.0	7.86905886056e-05	7.86905886056e-05	0.0	0.000314762354422	0.0014164305949	0.0	0.0	0.0	0.0	0.0	0.0013377400063	0.0	0.0	0.0	0.0
SMIC.035.02.Day.02	0.000155042765963	0.000232564148944	0.0	0.000103361843975	2.58404609938e-05	0.000103361843975	7.75213829815e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000258404609938	0.0	0.00286829117031	0.00935424687976	2.58404609938e-05	0.000671851985839	0.000103361843975	0.000490968758883	7.75213829815e-05	0.0	0.000516809219876	0.000103361843975	0.000232564148944	0.0	0.000232564148944	0.0182692059226	7.75213829815e-05	0.000155042765963	7.75213829815e-05	0.0	0.0	5.16809219876e-05	0.000232564148944	0.0	2.58404609938e-05	0.000620171063852
SMIC.075.01.Day.02	0.00109448177561	0.000661779678273	5.09061290979e-05	0.0012472001629	0.0	0.000279983710039	0.0	0.0	0.000839951130116	0.0	0.0	0.0	0.0	2.5453064549e-05	0.0	0.0	0.0	0.000203624516392	2.5453064549e-05	0.000305436774588	0.0131846874364	0.000305436774588	0.000101812258196	0.0	0.00185807371207	0.00957035227041	0.0	0.0	0.000152718387294	0.00269802484219	0.000178171451843	0.000152718387294	0.00422520871513	0.0	0.000127265322745	0.0	0.0	0.0	0.0	0.000865404194665	0.0	2.5453064549e-05	0.018173488088
SMIC.084.01.Day.02	0.000219925225423	2.44361361582e-05	9.77445446326e-05	0.000342105906214	0.0	0.000415414314689	0.0	7.33084084745e-05	0.0	0.000855264765535	4.88722723163e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.44361361582e-05	2.44361361582e-05	0.000537594995479	0.00686655426044	2.44361361582e-05	9.77445446326e-05	2.44361361582e-05	0.000244361361582	0.00889475356157	4.88722723163e-05	0.0	0.000171052953107	0.000342105906214	0.0	0.000464286587005	0.0302763726999	2.44361361582e-05	2.44361361582e-05	0.0	0.0	0.0	0.0	0.00026879749774	0.0	0.0	0.00405639860225
SMIC.071.03.Day.02	0.000268178683626	0.000114933721554	3.8311240518e-05	3.8311240518e-05	0.0	0.00153244962072	0.0	0.0	0.0	0.0	0.0	7.66224810359e-05	0.0	0.0	0.0	0.0	3.8311240518e-05	0.00038311240518	3.8311240518e-05	0.000498046126734	0.00773887058463	0.0	7.66224810359e-05	0.0	0.00019155620259	0.0153244962072	3.8311240518e-05	0.0	3.8311240518e-05	0.000842847291395	0.0	0.000229867443108	0.00367787908972	3.8311240518e-05	0.0	0.0	0.0	0.0	0.0010727147345	0.000114933721554	0.0	3.8311240518e-05	0.00195387326642
SMIC.070.01.Day.02	0.000714742504608	0.000112854079675	7.52360531167e-05	0.00112854079675	0.0	7.52360531167e-05	0.0	0.0	0.000112854079675	0.0	3.76180265583e-05	0.00022570815935	0.0	0.000112854079675	0.0	3.76180265583e-05	0.0	0.000714742504608	3.76180265583e-05	0.000865214610842	0.0307339276982	0.000150472106233	0.0	0.0	0.00436369108077	0.00331038633713	0.0	0.0	0.000827596584283	0.00101568671707	3.76180265583e-05	0.000376180265583	0.00729789715232	0.0	7.52360531167e-05	0.0	0.0	0.0	0.000940450663958	0.0013542489561	0.0	0.0	0.0
SMIC.071.01.Day.02	0.000596480763495	0.000223680286311	0.0	0.0	0.0	0.00152848195646	0.0	0.0	0.0	0.0	0.0	0.000820161049806	0.0	7.45600954369e-05	0.0	0.0	0.0	0.000410080524903	0.0	0.000186400238592	0.0143900984193	3.72800477185e-05	0.000111840143155	7.45600954369e-05	0.00119296152699	0.000186400238592	0.0	0.0	0.0	0.0143900984193	3.72800477185e-05	0.000149120190874	0.00503280644199	0.000149120190874	0.0	3.72800477185e-05	0.0	3.72800477185e-05	3.72800477185e-05	0.00212496271995	0.0	0.000111840143155	0.0
SMIC.061.01.Day.02	0.00024862736973	0.00182326737802	4.14378949549e-05	6.21568424324e-05	0.0	8.28757899099e-05	4.14378949549e-05	0.0	0.000124313684865	0.000973790531441	8.28757899099e-05	2.07189474775e-05	0.0	0.0	0.0	0.0	2.07189474775e-05	0.000207189474775	0.0	0.000290065264685	0.0253185538175	0.000352222107117	0.00024862736973	0.0	0.00105666632135	0.000103594737387	2.07189474775e-05	0.0	2.07189474775e-05	6.21568424324e-05	0.0	0.000393660002072	0.000103594737387	2.07189474775e-05	0.000269346317207	0.0	0.0	0.0	0.000124313684865	0.00157464000829	0.0	4.14378949549e-05	0.00710659898477
SMIC.073.01.Day.02	0.000557724484105	0.000185908161368	0.0	0.0	0.0	0.000743632645473	0.0	0.0	0.000371816322737	0.000836586726157	0.0	0.000464770403421	0.0	0.0	0.0	0.0	0.0	0.000371816322737	0.0	9.29540806841e-05	0.0172894590073	0.0	0.0	9.29540806841e-05	0.00120840304889	0.00213794385574	0.0	0.0	0.0	0.00297453058189	0.0	0.00120840304889	0.02853690277	9.29540806841e-05	0.0	0.0	0.0	0.0	0.0	0.000836586726157	0.0	9.29540806841e-05	0.00223089793642
SMIC.048.03.Day.02	0.000184672206833	5.54016620499e-05	0.000129270544783	0.000664819944598	0.0	0.000332409972299	0.0	1.84672206833e-05	0.000129270544783	0.0	9.23361034164e-05	9.23361034164e-05	0.0	0.0	0.0	0.0	0.0	7.38688827331e-05	7.38688827331e-05	0.000313942751616	0.0	0.0017728531856	0.0001108033241	0.0	7.38688827331e-05	0.0001108033241	5.54016620499e-05	1.84672206833e-05	0.0	0.000240073868883	0.0	0.00016620498615	0.00108956602031	1.84672206833e-05	0.0	0.0	0.0	0.0	0.000775623268698	0.0	0.0	0.0	0.0
SMIC.033.01.Day.02	0.000203690878722	0.000896239866379	0.0	0.000122214527233	0.0	0.000448119933189	0.0	0.000203690878722	8.1476351489e-05	0.000203690878722	4.07381757445e-05	8.1476351489e-05	8.1476351489e-05	0.0	0.0	0.0	0.0	8.1476351489e-05	4.07381757445e-05	0.0010999307451	0.0295759155905	0.000733287163401	4.07381757445e-05	0.0	0.00130362162382	0.00114066892085	0.0	0.0	4.07381757445e-05	0.000244429054467	0.0	0.000122214527233	0.00765877703996	0.000692548987656	0.0	0.0	4.07381757445e-05	0.0	4.07381757445e-05	0.000203690878722	4.07381757445e-05	0.0	0.00211838513871
SMIC.074.02.Day.02	2.88467085905e-05	0.000201926960134	0.0	2.88467085905e-05	0.0	0.000144233542953	0.0	0.0	0.0	0.0	0.0	0.000663474297583	0.0	0.0	0.0	0.0	2.88467085905e-05	2.88467085905e-05	0.0	0.000403853920268	0.0113656031847	0.0	5.76934171811e-05	0.0	0.000115386834362	0.00646166272428	0.0	0.0	2.88467085905e-05	0.000807707840535	0.000201926960134	2.88467085905e-05	0.00556741475798	2.88467085905e-05	0.0	5.76934171811e-05	0.0	0.0	0.00421161945422	0.000288467085905	0.0	0.0	0.00565395488375
SMIC.040.01.Day.02	0.000255444153522	0.000415096749473	0.0	0.000383166230283	3.19305191902e-05	0.000830193498946	0.0	0.0	6.38610383805e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.19305191902e-05	0.0	0.000351235711093	0.0	0.000319305191902	0.0275879685804	9.57915575707e-05	0.000127722076761	0.0	0.00169231751708	0.0324414074973	0.0	0.0	0.000159652595951	0.00137301232518	0.000191583115141	0.000159652595951	0.00191583115141	3.19305191902e-05	3.19305191902e-05	0.0	0.0	0.0	6.38610383805e-05	0.000798262979756	0.0	0.0	0.00367200970688
SMIC.055.01.Day.02	0.000271702214373	0.000452837023955	0.0	0.000498120726351	0.0	0.000498120726351	0.0	0.0	0.000362269619164	0.0	4.52837023955e-05	4.52837023955e-05	0.0	0.0	0.0	0.0	9.0567404791e-05	0.000271702214373	0.0	0.000226418511978	0.038808132953	0.000226418511978	0.000135851107187	0.0	0.00144907847666	0.0508083140878	0.0	0.0	0.00135851107187	0.00135851107187	0.0	4.52837023955e-05	0.000950957750306	0.0	0.0	0.0	0.0	9.0567404791e-05	0.0214191912331	0.000724539238328	0.0	0.0	0.000724539238328
SMIC.073.02.Day.02	0.0	0.0	5.16288915277e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.16288915277e-05	0.0	0.0	0.0	0.0	0.0	5.16288915277e-05	0.0	0.0	0.000258144457638	5.16288915277e-05	0.0	0.0	0.0	0.0	0.0	0.000309773349166	0.0	0.0	0.0	5.16288915277e-05	0.000154886674583	0.0	0.0	0.0	0.0	0.0	0.0	0.000619546698332	0.0	0.0	0.0
SMIC.056.01.Day.02	3.84009830652e-05	0.0	0.0	0.190660880919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.84009830652e-05	0.0	0.0	0.0	0.0	0.00376329634039	0.00245766291617	0.0	0.0813716831151	0.0	0.0	3.84009830652e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000422410813717	0.0	0.0	0.0	0.0	0.0	0.000268806881456	3.84009830652e-05	0.0	0.0	0.0
SMIC.064.01.Day.02	7.02049985959e-05	0.000105307497894	0.0	0.0	0.0	0.000140409997192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5102499298e-05	0.0	0.000140409997192	0.0262215669756	0.0	0.00017551249649	0.0	0.000280819994384	0.0215178320696	0.0	0.0	0.0	0.00150940746981	0.0	0.000105307497894	0.000702049985959	0.0	3.5102499298e-05	0.0	0.0	0.0	0.000772254984555	0.000491434990171	0.0	0.0	0.00740662735187
SMIC.082.01.Day.02	0.000164934850734	0.0	0.0	0.000164934850734	0.0	0.0	0.0	0.0	0.000329869701468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000164934850734	0.0	0.0	0.0146792017153	0.0	0.0	0.0	0.00131947880587	0.0	0.0	0.0	0.0	0.000659739402936	0.0	0.000329869701468	0.000989609104404	0.0	0.000164934850734	0.0	0.0	0.0	0.000164934850734	0.000989609104404	0.0	0.0	0.000329869701468
